Source,Year,Weight,Target
UNAIDS-UNFPA-2012,2012,1,UNFPA
UNAIDS-UNDP-2012,2012,1,UNDP
UNAIDS-WHO-2013,2013,7,WHO
UNAIDS-GF-2013,2013,3,GF
UNAIDS-WB-2013,2013,2,WB
UNAIDS-UNFPA-2013,2013,1,UNFPA
UNAIDS-GF-2014,2014,9,GF
UNAIDS-WHO-2014,2014,7,WHO
UNAIDS-WB-2014,2014,2,WB
UNAIDS-UNDP-2014,2014,2,UNDP
UNAIDS-UNFPA-2014,2014,2,UNFPA
UNAIDS-UNICEF-2014,2014,2,UNICEF
UNAIDS-WHO-2015,2015,14,WHO
UNAIDS-GF-2015,2015,13,GF
UNAIDS-UNFPA-2015,2015,8,UNFPA
UNAIDS-UNICEF-2015,2015,5,UNICEF
UNAIDS-WB-2015,2015,4,WB
UNAIDS-GF-2016,2016,11,GF
UNAIDS-UNFPA-2016,2016,6,UNFPA
UNAIDS-WB-2016,2016,5,WB
UNAIDS-WHO-2016,2016,5,WHO
UNAIDS-UNICEF-2016,2016,1,UNICEF
UNAIDS-GF-2017,2017,10,GF
UNAIDS-WHO-2017,2017,10,WHO
UNAIDS-GAVI-2017,2017,3,GAVI
UNAIDS-WB-2017,2017,2,WB
UNAIDS-UNFPA-2017,2017,2,UNFPA
UNAIDS-UNDP-2017,2017,1,UNDP
UNDP-WHO-1970,1970,14,WHO
UNDP-WHO-1971,1971,31,WHO
UNDP-UNICEF-1971,1971,2,UNICEF
UNDP-WB-1971,1971,1,WB
UNDP-WHO-1972,1972,20,WHO
UNDP-UNICEF-1973,1973,5,UNICEF
UNDP-WHO-1973,1973,3,WHO
UNDP-UNFPA-1973,1973,2,UNFPA
UNDP-UNICEF-1974,1974,4,UNICEF
UNDP-WHO-1974,1974,4,WHO
UNDP-UNFPA-1974,1974,4,UNFPA
UNDP-WB-1974,1974,1,WB
UNDP-WHO-1975,1975,42,WHO
UNDP-UNFPA-1975,1975,30,UNFPA
UNDP-WB-1975,1975,13,WB
UNDP-UNICEF-1975,1975,8,UNICEF
UNDP-UNFPA-1976,1976,22,UNFPA
UNDP-WHO-1976,1976,10,WHO
UNDP-UNICEF-1976,1976,3,UNICEF
UNDP-WB-1976,1976,1,WB
UNDP-WHO-1977,1977,25,WHO
UNDP-UNFPA-1977,1977,18,UNFPA
UNDP-UNICEF-1977,1977,9,UNICEF
UNDP-WB-1977,1977,4,WB
UNDP-WHO-1978,1978,37,WHO
UNDP-WB-1978,1978,7,WB
UNDP-UNICEF-1978,1978,2,UNICEF
UNDP-UNICEF-1979,1979,3,UNICEF
UNDP-WB-1979,1979,3,WB
UNDP-UNFPA-1979,1979,2,UNFPA
UNDP-WHO-1980,1980,62,WHO
UNDP-WB-1980,1980,4,WB
UNDP-UNICEF-1980,1980,2,UNICEF
UNDP-WHO-1981,1981,61,WHO
UNDP-WB-1981,1981,10,WB
UNDP-WHO-1982,1982,122,WHO
UNDP-WB-1982,1982,10,WB
UNDP-UNICEF-1982,1982,8,UNICEF
UNDP-UNFPA-1982,1982,2,UNFPA
UNDP-WHO-1983,1983,80,WHO
UNDP-WB-1983,1983,35,WB
UNDP-UNICEF-1983,1983,15,UNICEF
UNDP-UNFPA-1983,1983,1,UNFPA
UNDP-WHO-1984,1984,26,WHO
UNDP-WB-1984,1984,22,WB
UNDP-UNICEF-1984,1984,17,UNICEF
UNDP-UNFPA-1984,1984,6,UNFPA
UNDP-WHO-1985,1985,32,WHO
UNDP-WB-1985,1985,15,WB
UNDP-UNICEF-1985,1985,5,UNICEF
UNDP-UNFPA-1985,1985,2,UNFPA
UNDP-WHO-1986,1986,114,WHO
UNDP-WB-1986,1986,38,WB
UNDP-UNICEF-1986,1986,12,UNICEF
UNDP-UNFPA-1986,1986,1,UNFPA
UNDP-WHO-1987,1987,24,WHO
UNDP-WB-1987,1987,11,WB
UNDP-UNICEF-1987,1987,10,UNICEF
UNDP-UNFPA-1987,1987,5,UNFPA
UNDP-WHO-1988,1988,24,WHO
UNDP-UNICEF-1988,1988,10,UNICEF
UNDP-WB-1988,1988,7,WB
UNDP-UNFPA-1988,1988,4,UNFPA
UNDP-WHO-1989,1989,44,WHO
UNDP-WB-1989,1989,15,WB
UNDP-UNICEF-1989,1989,7,UNICEF
UNDP-UNFPA-1989,1989,2,UNFPA
UNDP-WHO-1990,1990,29,WHO
UNDP-WB-1990,1990,16,WB
UNDP-UNICEF-1990,1990,12,UNICEF
UNDP-WHO-1991,1991,30,WHO
UNDP-WB-1991,1991,14,WB
UNDP-UNICEF-1991,1991,2,UNICEF
UNDP-WHO-1992,1992,53,WHO
UNDP-WB-1992,1992,11,WB
UNDP-UNICEF-1992,1992,9,UNICEF
UNDP-UNFPA-1992,1992,2,UNFPA
UNDP-WB-1993,1993,4,WB
UNDP-UNICEF-1995,1995,5,UNICEF
UNDP-WHO-1995,1995,5,WHO
UNDP-WB-1995,1995,3,WB
UNDP-UNFPA-1998,1998,62,UNFPA
UNDP-UNAIDS-1998,1998,20,UNAIDS
UNDP-WB-1998,1998,14,WB
UNDP-UNICEF-1998,1998,12,UNICEF
UNDP-WHO-1998,1998,7,WHO
UNDP-UNAIDS-2000,2000,4,UNAIDS
UNDP-UNAIDS-2001,2001,2,UNAIDS
UNDP-UNFPA-2001,2001,1,UNFPA
UNDP-WB-2002,2002,4,WB
UNDP-UNFPA-2003,2003,1,UNFPA
UNDP-UNAIDS-2003,2003,1,UNAIDS
UNDP-GF-2003,2003,1,GF
UNDP-GF-2004,2004,1,GF
UNDP-WB-2004,2004,1,WB
UNDP-WB-2005,2005,7,WB
UNDP-WHO-2005,2005,2,WHO
UNDP-GF-2006,2006,5,GF
UNDP-UNAIDS-2006,2006,3,UNAIDS
UNDP-UNAIDS-2007,2007,9,UNAIDS
UNDP-GF-2007,2007,4,GF
UNDP-WHO-2007,2007,2,WHO
UNDP-UNICEF-2007,2007,2,UNICEF
UNDP-WB-2007,2007,2,WB
UNDP-GF-2008,2008,5,GF
UNDP-UNAIDS-2008,2008,2,UNAIDS
UNDP-GF-2010,2010,15,GF
UNDP-UNAIDS-2010,2010,3,UNAIDS
UNDP-UNICEF-2010,2010,2,UNICEF
UNDP-WB-2010,2010,1,WB
UNDP-GF-2011,2011,3,GF
UNDP-GF-2012,2012,3,GF
UNDP-GF-2013,2013,2,GF
UNDP-WB-2014,2014,2,WB
UNDP-GF-2014,2014,1,GF
UNDP-UNFPA-2014,2014,1,UNFPA
UNDP-WB-2015,2015,2,WB
UNDP-GF-2015,2015,1,GF
UNDP-GAVI-2016,2016,2,GAVI
UNDP-GF-2016,2016,1,GF
UNDP-WB-2017,2017,2,WB
UNDP-UNICEF-2017,2017,2,UNICEF
UNDP-UNFPA-2017,2017,1,UNFPA
UNFPA-WHO-1973,1973,1,WHO
UNFPA-UNICEF-1973,1973,2,UNICEF
UNFPA-UNDP-1973,1973,15,UNDP
UNFPA-WB-1974,1974,2,WB
UNFPA-WHO-1974,1974,15,WHO
UNFPA-UNICEF-1974,1974,17,UNICEF
UNFPA-UNDP-1974,1974,33,UNDP
UNFPA-WB-1975,1975,4,WB
UNFPA-UNICEF-1975,1975,5,UNICEF
UNFPA-WHO-1975,1975,11,WHO
UNFPA-UNDP-1975,1975,16,UNDP
UNFPA-WB-1976,1976,2,WB
UNFPA-UNDP-1976,1976,7,UNDP
UNFPA-UNICEF-1976,1976,7,UNICEF
UNFPA-WHO-1976,1976,18,WHO
UNFPA-WB-1977,1977,2,WB
UNFPA-WHO-1977,1977,5,WHO
UNFPA-UNDP-1977,1977,6,UNDP
UNFPA-UNICEF-1977,1977,7,UNICEF
UNFPA-WB-1978,1978,3,WB
UNFPA-UNDP-1978,1978,4,UNDP
UNFPA-UNICEF-1978,1978,6,UNICEF
UNFPA-WHO-1978,1978,11,WHO
UNFPA-WB-1979,1979,3,WB
UNFPA-UNICEF-1979,1979,5,UNICEF
UNFPA-UNDP-1979,1979,8,UNDP
UNFPA-WHO-1979,1979,13,WHO
UNFPA-WB-1980,1980,2,WB
UNFPA-UNDP-1980,1980,6,UNDP
UNFPA-UNICEF-1980,1980,10,UNICEF
UNFPA-WHO-1980,1980,25,WHO
UNFPA-WB-1981,1981,1,WB
UNFPA-UNDP-1981,1981,4,UNDP
UNFPA-UNICEF-1981,1981,9,UNICEF
UNFPA-WHO-1981,1981,30,WHO
UNFPA-UNDP-1982,1982,4,UNDP
UNFPA-UNICEF-1982,1982,11,UNICEF
UNFPA-WHO-1982,1982,29,WHO
UNFPA-WB-1983,1983,2,WB
UNFPA-UNICEF-1983,1983,11,UNICEF
UNFPA-UNDP-1983,1983,17,UNDP
UNFPA-WHO-1983,1983,24,WHO
UNFPA-WB-1984,1984,2,WB
UNFPA-UNDP-1984,1984,12,UNDP
UNFPA-UNICEF-1984,1984,13,UNICEF
UNFPA-WHO-1984,1984,37,WHO
UNFPA-WB-1985,1985,9,WB
UNFPA-UNDP-1985,1985,16,UNDP
UNFPA-UNICEF-1985,1985,17,UNICEF
UNFPA-WHO-1985,1985,38,WHO
UNFPA-UNDP-1986,1986,10,UNDP
UNFPA-WB-1986,1986,10,WB
UNFPA-UNICEF-1986,1986,18,UNICEF
UNFPA-WHO-1986,1986,28,WHO
UNFPA-WB-1987,1987,5,WB
UNFPA-UNICEF-1987,1987,16,UNICEF
UNFPA-UNDP-1987,1987,27,UNDP
UNFPA-WHO-1987,1987,36,WHO
UNFPA-WB-1988,1988,7,WB
UNFPA-UNICEF-1988,1988,22,UNICEF
UNFPA-UNDP-1988,1988,23,UNDP
UNFPA-WHO-1988,1988,38,WHO
UNFPA-WB-1989,1989,10,WB
UNFPA-UNICEF-1989,1989,17,UNICEF
UNFPA-UNDP-1989,1989,23,UNDP
UNFPA-WHO-1989,1989,35,WHO
UNFPA-WB-1990,1990,8,WB
UNFPA-UNDP-1990,1990,16,UNDP
UNFPA-UNICEF-1990,1990,25,UNICEF
UNFPA-WHO-1990,1990,27,WHO
UNFPA-UNDP-1991,1991,25,UNDP
UNFPA-WB-1991,1991,30,WB
UNFPA-UNICEF-1991,1991,34,UNICEF
UNFPA-WHO-1991,1991,38,WHO
UNFPA-UNDP-1992,1992,11,UNDP
UNFPA-UNICEF-1992,1992,16,UNICEF
UNFPA-WHO-1992,1992,18,WHO
UNFPA-WB-1992,1992,20,WB
UNFPA-UNICEF-1994,1994,1,UNICEF
UNFPA-WB-1994,1994,5,WB
UNFPA-UNDP-1994,1994,10,UNDP
UNFPA-WHO-1994,1994,14,WHO
UNFPA-UNAIDS-1995,1995,2,UNAIDS
UNFPA-WB-1995,1995,10,WB
UNFPA-UNDP-1995,1995,13,UNDP
UNFPA-UNICEF-1995,1995,19,UNICEF
UNFPA-WHO-1995,1995,31,WHO
UNFPA-WB-1997,1997,7,WB
UNFPA-UNAIDS-1997,1997,8,UNAIDS
UNFPA-UNDP-1997,1997,11,UNDP
UNFPA-UNICEF-1997,1997,25,UNICEF
UNFPA-WHO-1997,1997,32,WHO
UNFPA-UNAIDS-1998,1998,9,UNAIDS
UNFPA-UNDP-1998,1998,13,UNDP
UNFPA-WHO-1998,1998,14,WHO
UNFPA-UNICEF-1998,1998,22,UNICEF
UNFPA-WB-1998,1998,30,WB
UNFPA-UNAIDS-1999,1999,1,UNAIDS
UNFPA-UNDP-1999,1999,1,UNDP
UNFPA-UNICEF-1999,1999,4,UNICEF
UNFPA-WHO-1999,1999,6,WHO
UNFPA-WHO-2000,2000,3,WHO
UNFPA-UNICEF-2000,2000,6,UNICEF
UNFPA-WB-2000,2000,7,WB
UNFPA-UNAIDS-2000,2000,9,UNAIDS
UNFPA-UNDP-2001,2001,1,UNDP
UNFPA-UNAIDS-2001,2001,4,UNAIDS
UNFPA-UNICEF-2001,2001,4,UNICEF
UNFPA-WHO-2001,2001,4,WHO
UNFPA-WB-2001,2001,4,WB
UNFPA-UNDP-2002,2002,1,UNDP
UNFPA-UNICEF-2002,2002,3,UNICEF
UNFPA-WHO-2002,2002,5,WHO
UNFPA-WB-2002,2002,6,WB
UNFPA-UNAIDS-2002,2002,8,UNAIDS
UNFPA-UNDP-2003,2003,3,UNDP
UNFPA-UNAIDS-2003,2003,8,UNAIDS
UNFPA-WB-2003,2003,9,WB
UNFPA-WHO-2003,2003,10,WHO
UNFPA-UNICEF-2003,2003,12,UNICEF
UNFPA-UNDP-2005,2005,1,UNDP
UNFPA-UNAIDS-2005,2005,2,UNAIDS
UNFPA-WHO-2005,2005,5,WHO
UNFPA-UNICEF-2005,2005,6,UNICEF
UNFPA-WB-2006,2006,1,WB
UNFPA-UNICEF-2006,2006,3,UNICEF
UNFPA-WHO-2006,2006,6,WHO
UNFPA-UNAIDS-2006,2006,10,UNAIDS
UNFPA-GAVI-2007,2007,1,GAVI
UNFPA-UNDP-2007,2007,1,UNDP
UNFPA-UNAIDS-2007,2007,4,UNAIDS
UNFPA-WB-2007,2007,6,WB
UNFPA-WHO-2007,2007,7,WHO
UNFPA-UNICEF-2007,2007,13,UNICEF
UNFPA-WB-2008,2008,1,WB
UNFPA-UNDP-2008,2008,4,UNDP
UNFPA-WHO-2008,2008,4,WHO
UNFPA-UNAIDS-2008,2008,7,UNAIDS
UNFPA-UNICEF-2008,2008,10,UNICEF
UNFPA-WB-2009,2009,2,WB
UNFPA-WHO-2009,2009,4,WHO
UNFPA-UNAIDS-2009,2009,4,UNAIDS
UNFPA-UNICEF-2009,2009,10,UNICEF
UNFPA-UNAIDS-2010,2010,2,UNAIDS
UNFPA-WB-2010,2010,3,WB
UNFPA-WHO-2010,2010,6,WHO
UNFPA-UNICEF-2010,2010,11,UNICEF
UNFPA-UNAIDS-2011,2011,5,UNAIDS
UNFPA-WHO-2011,2011,5,WHO
UNFPA-UNICEF-2011,2011,6,UNICEF
UNFPA-WB-2011,2011,6,WB
UNFPA-WB-2012,2012,3,WB
UNFPA-WHO-2012,2012,3,WHO
UNFPA-UNAIDS-2012,2012,4,UNAIDS
UNFPA-UNICEF-2012,2012,9,UNICEF
UNFPA-UNDP-2013,2013,1,UNDP
UNFPA-UNAIDS-2013,2013,3,UNAIDS
UNFPA-WB-2013,2013,4,WB
UNFPA-UNICEF-2013,2013,4,UNICEF
UNFPA-WHO-2013,2013,4,WHO
UNFPA-GF-2014,2014,1,GF
UNFPA-WB-2014,2014,1,WB
UNFPA-GAVI-2014,2014,1,GAVI
UNFPA-UNICEF-2014,2014,1,UNICEF
UNFPA-UNAIDS-2014,2014,3,UNAIDS
UNFPA-WHO-2014,2014,3,WHO
UNFPA-GF-2015,2015,1,GF
UNFPA-WB-2015,2015,1,WB
UNFPA-WHO-2015,2015,1,WHO
UNFPA-UNAIDS-2015,2015,2,UNAIDS
UNFPA-UNICEF-2015,2015,5,UNICEF
UNFPA-UNICEF-2016,2016,2,UNICEF
UNFPA-UNICEF-2017,2017,3,UNICEF
UNICEF-WHO-1970,1970,2,WHO
UNICEF-UNDP-1970,1970,2,UNDP
UNICEF-UNFPA-1971,1971,4,UNFPA
UNICEF-UNDP-1971,1971,8,UNDP
UNICEF-WHO-1971,1971,26,WHO
UNICEF-UNDP-1972,1972,8,UNDP
UNICEF-WB-1972,1972,11,WB
UNICEF-UNFPA-1972,1972,12,UNFPA
UNICEF-WHO-1972,1972,18,WHO
UNICEF-UNDP-1973,1973,2,UNDP
UNICEF-UNFPA-1973,1973,4,UNFPA
UNICEF-WB-1973,1973,6,WB
UNICEF-WHO-1973,1973,16,WHO
UNICEF-WB-1974,1974,2,WB
UNICEF-UNDP-1974,1974,3,UNDP
UNICEF-UNFPA-1974,1974,3,UNFPA
UNICEF-WHO-1974,1974,6,WHO
UNICEF-WB-1975,1975,4,WB
UNICEF-UNFPA-1975,1975,8,UNFPA
UNICEF-UNDP-1975,1975,10,UNDP
UNICEF-WHO-1975,1975,25,WHO
UNICEF-UNDP-1976,1976,2,UNDP
UNICEF-WB-1976,1976,2,WB
UNICEF-UNFPA-1976,1976,6,UNFPA
UNICEF-WHO-1976,1976,20,WHO
UNICEF-UNFPA-1977,1977,1,UNFPA
UNICEF-UNDP-1977,1977,2,UNDP
UNICEF-WHO-1977,1977,4,WHO
UNICEF-UNFPA-1978,1978,3,UNFPA
UNICEF-WB-1978,1978,4,WB
UNICEF-UNDP-1978,1978,4,UNDP
UNICEF-WHO-1978,1978,12,WHO
UNICEF-UNFPA-1979,1979,1,UNFPA
UNICEF-WB-1979,1979,3,WB
UNICEF-UNDP-1979,1979,3,UNDP
UNICEF-WHO-1979,1979,11,WHO
UNICEF-WB-1980,1980,2,WB
UNICEF-UNDP-1980,1980,4,UNDP
UNICEF-UNFPA-1980,1980,4,UNFPA
UNICEF-WHO-1980,1980,26,WHO
UNICEF-WB-1981,1981,2,WB
UNICEF-UNFPA-1981,1981,4,UNFPA
UNICEF-UNDP-1981,1981,13,UNDP
UNICEF-WHO-1981,1981,31,WHO
UNICEF-UNFPA-1982,1982,1,UNFPA
UNICEF-WB-1982,1982,7,WB
UNICEF-UNDP-1982,1982,8,UNDP
UNICEF-WHO-1982,1982,23,WHO
UNICEF-UNFPA-1983,1983,2,UNFPA
UNICEF-WB-1983,1983,15,WB
UNICEF-UNDP-1983,1983,18,UNDP
UNICEF-WHO-1983,1983,31,WHO
UNICEF-UNFPA-1984,1984,9,UNFPA
UNICEF-UNDP-1984,1984,13,UNDP
UNICEF-WB-1984,1984,16,WB
UNICEF-WHO-1984,1984,33,WHO
UNICEF-UNFPA-1985,1985,8,UNFPA
UNICEF-WB-1985,1985,19,WB
UNICEF-UNDP-1985,1985,21,UNDP
UNICEF-WHO-1985,1985,43,WHO
UNICEF-WB-1986,1986,9,WB
UNICEF-UNFPA-1986,1986,11,UNFPA
UNICEF-UNDP-1986,1986,12,UNDP
UNICEF-WHO-1986,1986,42,WHO
UNICEF-WB-1987,1987,10,WB
UNICEF-UNFPA-1987,1987,11,UNFPA
UNICEF-UNDP-1987,1987,18,UNDP
UNICEF-WHO-1987,1987,36,WHO
UNICEF-UNFPA-1988,1988,9,UNFPA
UNICEF-WB-1988,1988,10,WB
UNICEF-UNDP-1988,1988,23,UNDP
UNICEF-WHO-1988,1988,42,WHO
UNICEF-UNFPA-1989,1989,5,UNFPA
UNICEF-WB-1989,1989,14,WB
UNICEF-UNDP-1989,1989,23,UNDP
UNICEF-WHO-1989,1989,57,WHO
UNICEF-UNFPA-1990,1990,2,UNFPA
UNICEF-WB-1990,1990,22,WB
UNICEF-UNDP-1990,1990,28,UNDP
UNICEF-WHO-1990,1990,43,WHO
UNICEF-UNFPA-1991,1991,14,UNFPA
UNICEF-WB-1991,1991,21,WB
UNICEF-UNDP-1991,1991,25,UNDP
UNICEF-WHO-1991,1991,41,WHO
UNICEF-WB-1992,1992,18,WB
UNICEF-UNFPA-1992,1992,18,UNFPA
UNICEF-UNDP-1992,1992,25,UNDP
UNICEF-WHO-1992,1992,65,WHO
UNICEF-UNFPA-1993,1993,13,UNFPA
UNICEF-WB-1993,1993,13,WB
UNICEF-UNDP-1993,1993,20,UNDP
UNICEF-WHO-1993,1993,48,WHO
UNICEF-UNFPA-1994,1994,8,UNFPA
UNICEF-UNDP-1994,1994,14,UNDP
UNICEF-WB-1994,1994,19,WB
UNICEF-WHO-1994,1994,49,WHO
UNICEF-UNFPA-1995,1995,3,UNFPA
UNICEF-UNDP-1995,1995,5,UNDP
UNICEF-WB-1995,1995,8,WB
UNICEF-WHO-1995,1995,34,WHO
UNICEF-UNDP-1996,1996,2,UNDP
UNICEF-UNFPA-1996,1996,3,UNFPA
UNICEF-UNAIDS-1996,1996,3,UNAIDS
UNICEF-WB-1996,1996,9,WB
UNICEF-WHO-1996,1996,33,WHO
UNICEF-UNAIDS-1997,1997,7,UNAIDS
UNICEF-UNFPA-1997,1997,8,UNFPA
UNICEF-UNDP-1997,1997,9,UNDP
UNICEF-WB-1997,1997,9,WB
UNICEF-WHO-1997,1997,36,WHO
UNICEF-UNAIDS-1998,1998,4,UNAIDS
UNICEF-UNDP-1998,1998,7,UNDP
UNICEF-WB-1998,1998,8,WB
UNICEF-UNFPA-1998,1998,9,UNFPA
UNICEF-WHO-1998,1998,17,WHO
UNICEF-UNFPA-1999,1999,2,UNFPA
UNICEF-UNAIDS-1999,1999,2,UNAIDS
UNICEF-UNDP-1999,1999,5,UNDP
UNICEF-WB-1999,1999,6,WB
UNICEF-WHO-1999,1999,20,WHO
UNICEF-WB-2000,2000,1,WB
UNICEF-WHO-2000,2000,3,WHO
UNICEF-UNAIDS-2000,2000,3,UNAIDS
UNICEF-UNAIDS-2001,2001,1,UNAIDS
UNICEF-UNFPA-2001,2001,4,UNFPA
UNICEF-UNDP-2001,2001,4,UNDP
UNICEF-GAVI-2001,2001,5,GAVI
UNICEF-WB-2001,2001,8,WB
UNICEF-WHO-2001,2001,16,WHO
UNICEF-UNAIDS-2002,2002,4,UNAIDS
UNICEF-UNDP-2002,2002,4,UNDP
UNICEF-UNFPA-2002,2002,5,UNFPA
UNICEF-GAVI-2002,2002,7,GAVI
UNICEF-WB-2002,2002,8,WB
UNICEF-WHO-2002,2002,14,WHO
UNICEF-GAVI-2003,2003,1,GAVI
UNICEF-UNFPA-2003,2003,1,UNFPA
UNICEF-UNDP-2003,2003,1,UNDP
UNICEF-GF-2003,2003,2,GF
UNICEF-WHO-2003,2003,5,WHO
UNICEF-WB-2003,2003,5,WB
UNICEF-UNAIDS-2003,2003,8,UNAIDS
UNICEF-UNDP-2004,2004,1,UNDP
UNICEF-GF-2004,2004,2,GF
UNICEF-GAVI-2004,2004,2,GAVI
UNICEF-WB-2004,2004,2,WB
UNICEF-UNAIDS-2004,2004,5,UNAIDS
UNICEF-WHO-2004,2004,10,WHO
UNICEF-UNFPA-2005,2005,1,UNFPA
UNICEF-UNDP-2005,2005,1,UNDP
UNICEF-GAVI-2005,2005,1,GAVI
UNICEF-GF-2005,2005,2,GF
UNICEF-WB-2005,2005,2,WB
UNICEF-UNAIDS-2005,2005,3,UNAIDS
UNICEF-WHO-2005,2005,10,WHO
UNICEF-GF-2006,2006,1,GF
UNICEF-GAVI-2006,2006,1,GAVI
UNICEF-UNFPA-2006,2006,3,UNFPA
UNICEF-UNDP-2006,2006,3,UNDP
UNICEF-WB-2006,2006,3,WB
UNICEF-WHO-2006,2006,4,WHO
UNICEF-UNAIDS-2006,2006,5,UNAIDS
UNICEF-WB-2007,2007,1,WB
UNICEF-UNFPA-2007,2007,1,UNFPA
UNICEF-UNDP-2007,2007,1,UNDP
UNICEF-UNAIDS-2007,2007,1,UNAIDS
UNICEF-GF-2007,2007,1,GF
UNICEF-GAVI-2007,2007,1,GAVI
UNICEF-WHO-2007,2007,6,WHO
UNICEF-GF-2008,2008,1,GF
UNICEF-UNDP-2008,2008,1,UNDP
UNICEF-UNAIDS-2008,2008,1,UNAIDS
UNICEF-GAVI-2008,2008,1,GAVI
UNICEF-WB-2008,2008,3,WB
UNICEF-UNFPA-2008,2008,3,UNFPA
UNICEF-WHO-2008,2008,6,WHO
UNICEF-UNAIDS-2009,2009,1,UNAIDS
UNICEF-GF-2009,2009,4,GF
UNICEF-UNDP-2009,2009,4,UNDP
UNICEF-GAVI-2009,2009,4,GAVI
UNICEF-WB-2009,2009,7,WB
UNICEF-WHO-2009,2009,9,WHO
UNICEF-UNFPA-2009,2009,13,UNFPA
UNICEF-WB-2010,2010,2,WB
UNICEF-GAVI-2010,2010,2,GAVI
UNICEF-UNFPA-2010,2010,4,UNFPA
UNICEF-UNAIDS-2010,2010,4,UNAIDS
UNICEF-GF-2010,2010,5,GF
UNICEF-WHO-2010,2010,11,WHO
UNICEF-GAVI-2011,2011,1,GAVI
UNICEF-UNDP-2011,2011,1,UNDP
UNICEF-GF-2011,2011,2,GF
UNICEF-UNAIDS-2011,2011,2,UNAIDS
UNICEF-UNFPA-2011,2011,4,UNFPA
UNICEF-WHO-2011,2011,6,WHO
UNICEF-WB-2011,2011,6,WB
UNICEF-UNDP-2012,2012,1,UNDP
UNICEF-WB-2012,2012,2,WB
UNICEF-GAVI-2012,2012,2,GAVI
UNICEF-UNFPA-2012,2012,4,UNFPA
UNICEF-UNAIDS-2012,2012,4,UNAIDS
UNICEF-GF-2012,2012,5,GF
UNICEF-WHO-2012,2012,12,WHO
UNICEF-GF-2013,2013,1,GF
UNICEF-WB-2013,2013,2,WB
UNICEF-UNFPA-2013,2013,3,UNFPA
UNICEF-UNAIDS-2013,2013,3,UNAIDS
UNICEF-GAVI-2013,2013,3,GAVI
UNICEF-UNDP-2013,2013,4,UNDP
UNICEF-WHO-2013,2013,10,WHO
UNICEF-GF-2014,2014,1,GF
UNICEF-UNDP-2014,2014,1,UNDP
UNICEF-UNFPA-2014,2014,1,UNFPA
UNICEF-UNAIDS-2014,2014,1,UNAIDS
UNICEF-GAVI-2014,2014,2,GAVI
UNICEF-WHO-2014,2014,3,WHO
UNICEF-WB-2014,2014,6,WB
UNICEF-UNDP-2015,2015,1,UNDP
UNICEF-UNFPA-2015,2015,1,UNFPA
UNICEF-GF-2015,2015,3,GF
UNICEF-WB-2015,2015,3,WB
UNICEF-GAVI-2015,2015,3,GAVI
UNICEF-WHO-2015,2015,5,WHO
UNICEF-UNAIDS-2015,2015,5,UNAIDS
UNICEF-GF-2016,2016,1,GF
UNICEF-UNDP-2016,2016,2,UNDP
UNICEF-UNFPA-2016,2016,4,UNFPA
UNICEF-WHO-2016,2016,4,WHO
UNICEF-GAVI-2016,2016,5,GAVI
UNICEF-UNAIDS-2016,2016,7,UNAIDS
UNICEF-WB-2016,2016,9,WB
UNICEF-UNDP-2017,2017,1,UNDP
UNICEF-UNFPA-2017,2017,1,UNFPA
UNICEF-GF-2017,2017,3,GF
UNICEF-WHO-2017,2017,3,WHO
UNICEF-UNAIDS-2017,2017,3,UNAIDS
UNICEF-WB-2017,2017,4,WB
UNICEF-GAVI-2017,2017,5,GAVI
WB-WHO-1970,1970,4,WHO
WB-UNDP-1970,1970,4,UNDP
WB-WHO-1971,1971,8,WHO
WB-UNDP-1972,1972,1,UNDP
WB-UNICEF-1972,1972,3,UNICEF
WB-WHO-1972,1972,17,WHO
WB-UNICEF-1973,1973,5,UNICEF
WB-UNFPA-1973,1973,6,UNFPA
WB-UNDP-1973,1973,9,UNDP
WB-WHO-1973,1973,26,WHO
WB-UNICEF-1974,1974,2,UNICEF
WB-UNDP-1974,1974,9,UNDP
WB-WHO-1974,1974,17,WHO
WB-UNFPA-1975,1975,5,UNFPA
WB-UNICEF-1975,1975,7,UNICEF
WB-UNDP-1975,1975,10,UNDP
WB-WHO-1975,1975,17,WHO
WB-UNFPA-1976,1976,6,UNFPA
WB-UNICEF-1976,1976,8,UNICEF
WB-UNDP-1976,1976,13,UNDP
WB-WHO-1976,1976,17,WHO
WB-UNICEF-1977,1977,1,UNICEF
WB-UNDP-1977,1977,7,UNDP
WB-WHO-1977,1977,13,WHO
WB-UNDP-1978,1978,1,UNDP
WB-WHO-1978,1978,2,WHO
WB-UNICEF-1979,1979,1,UNICEF
WB-UNDP-1979,1979,2,UNDP
WB-WHO-1979,1979,9,WHO
WB-UNDP-1980,1980,2,UNDP
WB-WHO-1980,1980,12,WHO
WB-WHO-1981,1981,14,WHO
WB-UNICEF-1982,1982,2,UNICEF
WB-UNDP-1982,1982,5,UNDP
WB-WHO-1982,1982,13,WHO
WB-UNICEF-1983,1983,4,UNICEF
WB-UNDP-1983,1983,8,UNDP
WB-WHO-1983,1983,22,WHO
WB-UNFPA-1984,1984,4,UNFPA
WB-UNICEF-1984,1984,4,UNICEF
WB-UNDP-1984,1984,10,UNDP
WB-WHO-1984,1984,18,WHO
WB-UNDP-1985,1985,8,UNDP
WB-WHO-1985,1985,8,WHO
WB-UNDP-1986,1986,3,UNDP
